date,ANZ.AX,BHP.AX,CBA.AX,FMG.AX,NAB.AX,RIO.AX,WBC.AX
2024-07-31,29.05,42.3,137.49,18.87,38.58,117.48,29.8
2024-08-01,29.24,42.49,136.27,18.99,38.05,119.7,29.71
2024-08-02,28.71,41.98,132.46,18.75,36.5,118.75,28.98
2024-08-05,27.43,41.11,124.89,18.4,34.81,118.68,27.68
2024-08-06,27.3,41.26,127.69,18.6,35.05,118.29,27.82
2024-08-07,27.36,41.02,127.34,18.44,34.74,116.65,27.62
2024-08-08,27.65,40.21,129.11,18.1,35.31,114.16,27.85
2024-08-09,27.96,40.86,129.55,18.49,35.63,116.47,28.05
2024-08-12,28.22,40.64,130.53,18.24,35.99,114.88,28.22
2024-08-13,28.68,40.75,132.52,18.16,36.2,115.42,28.52
2024-08-14,28.73,39.62,134.21,17.32,35.79,112.43,28.85
2024-08-15,29.19,39.21,134.9,16.82,35.94,108.4,29.3
2024-08-16,29.59,40.01,138.13,17.34,36.48,110.09,29.66
2024-08-19,29.74,39.73,139.25,17.01,36.91,109.82,30.4
2024-08-20,29.93,40.25,139.6,17.26,36.88,110.47,30.32
2024-08-21,29.95,40.88,136.03,17.97,36.81,111.93,30.28
2024-08-22,29.95,40.94,136.46,18.33,36.9,112.17,30.05
2024-08-23,29.3,40.67,136.8,17.97,36.93,110.73,30.03
2024-08-26,29.67,40.84,138.81,18.31,37.75,111.02,30.67
2024-08-27,29.62,41.35,137.43,18.63,37.36,111.88,30.49
2024-08-28,29.92,40.76,138.57,18.44,37.7,110.89,30.83
2024-08-29,30.04,40.53,138.8,18.56,37.94,109.99,31.08
2024-08-30,30.4,40.77,139.5,18.27,38.17,111.55,31.24
2024-09-02,30.66,40.33,141.77,18.18,38.65,109.94,31.6
2024-09-03,30.95,39.63,143.38,17.7,38.92,108.12,31.81
2024-09-04,30.46,38.64,139.94,16.2,37.95,105.68,31.13
2024-09-05,31.25,38.91,141.35,16.13,38.5,107.09,31.58
2024-09-06,31.79,38.45,143.47,16.12,39.05,107.02,32.1
2024-09-09,31.52,38.76,142.95,16.2,38.93,106.83,31.87
2024-09-10,31.4,38.66,143.77,15.88,38.95,107.11,32.31
2024-09-11,30.84,39.34,141.05,16.3,38.38,108.35,31.84
2024-09-12,31.3,38.81,142.96,16.66,38.76,110.41,32.3
2024-09-13,31.15,39.6,141.65,17.5,38.28,111.42,32.1
2024-09-16,31.2,39.55,142.99,17.19,38.78,110.81,32.79
2024-09-17,31.21,39.55,143.04,17.49,38.86,110.75,33.03
2024-09-18,31.15,39.19,143.32,17.43,39.42,109.74,33.16
2024-09-19,31.5,40.19,144.02,17.64,39.5,113.61,33.37
2024-09-20,31.89,40.34,144.5,17.63,39.67,113.02,33.57
2024-09-23,31.7,39.81,142.39,17.69,39.7,112.34,33.61
2024-09-24,31.11,41.12,138.06,18.0,38.5,116.45,32.82
2024-09-25,30.78,42.7,134.89,18.85,37.48,120.85,32.55
2024-09-26,30.75,43.36,134.35,19.4,37.61,123.22,32.34
2024-09-27,30.44,44.74,134.16,20.1,36.94,127.45,31.8
2024-09-30,30.48,45.96,135.39,20.68,37.35,129.13,31.72
2024-10-01,30.15,44.64,133.34,19.96,37.13,125.74,31.19
2024-10-02,30.11,45.06,134.19,20.14,36.98,125.96,31.11
2024-10-03,30.08,45.37,134.61,19.98,37.0,126.04,30.71
2024-10-04,29.64,44.58,132.74,19.76,36.43,123.68,30.14
2024-10-07,29.99,44.86,134.77,20.35,37.12,121.17,30.78
2024-10-08,30.11,43.79,134.97,19.27,37.27,120.99,30.91
2024-10-09,30.23,43.28,135.63,18.97,37.46,118.24,31.02
2024-10-10,30.32,43.9,136.19,19.73,37.29,119.87,30.9
2024-10-11,30.39,43.43,135.64,19.47,37.28,119.58,30.86
2024-10-14,30.86,43.8,136.82,20.02,37.63,121.0,31.05
2024-10-15,31.15,44.01,139.29,20.47,38.18,122.07,31.56
2024-10-16,31.4,43.54,139.8,20.47,38.45,120.78,31.74
2024-10-17,31.82,42.99,142.0,19.91,39.12,118.63,32.55
2024-10-18,31.59,42.06,142.85,19.54,39.18,117.62,32.41
2024-10-21,31.51,42.64,144.45,19.84,39.42,119.81,32.51
2024-10-22,31.25,42.14,141.23,19.53,38.58,118.15,31.93
2024-10-23,31.36,42.43,141.78,19.77,38.62,118.46,32.03
2024-10-24,31.71,42.25,143.43,19.13,38.9,117.78,32.11
2024-10-25,31.71,42.39,144.02,18.99,38.95,118.08,32.14
2024-10-28,31.45,42.96,142.86,19.41,38.67,120.12,32.16
2024-10-29,31.56,43.04,144.17,19.46,38.91,121.1,32.24
2024-10-30,31.22,43.11,142.93,19.19,38.46,120.31,32.01
2024-10-31,31.15,42.64,142.75,19.17,38.8,119.31,32.12
2024-11-01,31.07,42.78,142.09,19.49,38.21,121.33,32.1
2024-11-04,31.26,42.6,144.35,19.22,38.71,119.74,32.4
2024-11-05,31.1,42.63,143.85,19.09,38.64,119.42,31.92
2024-11-06,31.27,42.6,145.46,18.88,39.25,119.38,32.26
2024-11-07,31.71,42.99,147.26,19.5,39.33,121.66,31.51
2024-11-08,32.13,43.4,149.32,19.55,39.65,123.31,32.14
2024-11-11,32.14,41.63,149.79,18.12,39.99,119.47,32.0
2024-11-12,32.57,40.9,150.25,18.14,38.8,117.54,32.1
2024-11-13,31.27,40.55,149.62,18.29,38.3,113.66,32.01
2024-11-14,31.63,40.01,152.84,17.94,38.7,113.92,32.44
2024-11-15,32.45,40.07,155.13,17.73,39.22,113.75,33.06
2024-11-18,32.46,40.36,153.02,17.95,39.16,116.21,33.24
2024-11-19,32.34,40.31,155.61,17.75,39.54,115.7,33.39
2024-11-20,32.18,40.08,156.38,17.75,39.32,115.9,33.03
2024-11-21,32.25,39.81,156.24,18.11,39.51,116.44,33.54
2024-11-22,32.26,40.16,159.03,18.31,40.07,117.18,33.83
2024-11-25,31.83,40.2,160.14,18.38,39.61,116.71,33.41
2024-11-26,31.3,39.86,154.46,18.3,39.14,117.1,32.95
2024-11-27,31.39,39.78,157.57,18.65,39.19,117.18,33.13
2024-11-28,31.5,40.07,158.58,18.7,39.53,117.14,33.4
2024-11-29,31.17,40.57,158.58,18.99,39.1,118.24,33.36
2024-12-02,31.37,40.72,158.19,19.04,39.3,119.28,33.27
2024-12-03,31.71,40.66,157.78,19.43,39.6,119.05,33.61
2024-12-04,31.19,41.05,156.93,19.7,39.06,120.08,33.09
2024-12-05,31.18,40.59,157.99,19.71,38.94,120.78,33.24
2024-12-06,31.15,40.7,157.06,19.49,38.8,119.78,32.76
2024-12-09,30.03,40.59,159.38,19.25,38.73,119.49,32.87
2024-12-10,29.48,41.83,157.63,20.45,37.64,125.28,32.24
2024-12-11,29.09,42.0,157.52,20.1,37.59,123.81,32.12
2024-12-12,29.12,41.79,157.52,20.22,37.62,124.15,31.96
2024-12-13,29.13,41.17,158.21,19.48,37.57,120.72,32.17
2024-12-16,29.19,40.35,158.64,18.74,37.64,118.64,32.41
2024-12-17,29.42,40.24,161.13,18.67,38.19,118.51,32.64
2024-12-18,29.36,40.27,159.73,18.57,37.99,118.49,32.85
2024-12-19,28.61,39.68,155.99,17.85,37.2,117.4,32.05
2024-12-20,27.94,39.59,150.26,18.2,36.37,116.74,31.67
2024-12-23,28.6,39.9,154.68,18.4,37.14,117.14,32.29
2024-12-24,28.74,39.73,155.12,18.4,37.39,116.16,32.43
2024-12-27,28.82,39.77,156.21,18.52,37.58,116.83,32.66
2024-12-30,28.77,39.84,155.08,18.5,37.4,117.87,32.55
2024-12-31,28.54,39.55,153.25,18.25,37.1,117.46,32.32
2025-01-02,28.59,39.96,153.57,18.81,37.24,118.21,32.41
2025-01-03,28.86,39.76,155.03,18.41,37.55,117.47,32.64
2025-01-06,28.84,38.98,156.02,18.05,37.83,115.44,32.7
2025-01-07,29.02,38.7,157.11,17.25,37.82,114.65,32.87
2025-01-08,29.52,39.4,159.75,17.57,38.51,115.93,33.33
2025-01-09,29.37,39.27,158.79,17.91,38.36,116.45,33.16
2025-01-10,29.29,39.68,156.05,17.93,37.95,119.04,32.6
2025-01-13,28.9,39.59,152.76,17.98,37.22,118.79,31.87
2025-01-14,29.02,40.16,151.96,18.5,37.18,119.8,31.8
2025-01-15,29.19,39.78,151.27,18.84,37.4,119.49,31.86
2025-01-16,29.98,39.98,155.75,18.89,38.45,119.61,32.66
2025-01-17,29.45,40.05,153.9,19.22,37.78,118.74,32.16
2025-01-20,29.57,40.24,155.06,19.16,38.08,120.09,32.29
2025-01-21,30.15,40.61,156.2,19.37,38.87,120.61,32.74
2025-01-22,30.22,39.8,157.75,19.03,39.26,119.61,32.98
2025-01-23,30.2,39.12,157.85,18.62,39.16,118.0,32.96
2025-01-24,30.18,39.31,158.65,18.81,39.4,118.33,33.02
2025-01-28,30.52,39.48,159.28,18.88,39.82,117.68,33.4
2025-01-29,30.62,39.13,159.09,19.09,39.49,116.23,33.55
2025-01-30,30.67,39.48,160.61,19.14,39.9,117.05,33.78
2025-01-31,30.62,39.95,160.56,19.13,40.14,117.4,33.73
2025-02-03,30.2,39.24,158.13,18.29,39.22,114.91,33.16
2025-02-04,30.13,39.53,157.7,18.62,39.12,116.76,33.11
2025-02-05,30.17,40.13,158.57,18.99,39.39,119.18,33.28
2025-02-06,30.95,40.26,162.64,19.36,40.38,120.18,34.0
2025-02-07,31.01,40.48,162.67,19.72,40.7,120.77,34.04
2025-02-10,30.91,40.09,162.83,19.42,40.54,119.32,34.03
2025-02-11,31.01,40.12,162.16,19.12,40.43,119.71,34.26
2025-02-12,31.23,40.14,165.98,19.32,41.11,119.0,34.65
2025-02-13,31.24,40.99,166.72,19.66,41.24,120.35,34.65
2025-02-14,31.29,40.92,165.44,19.52,40.99,121.17,34.71
2025-02-17,31.16,40.8,164.97,19.41,40.52,120.94,33.3
2025-02-18,30.61,40.97,162.6,19.57,39.51,120.66,32.31
2025-02-19,30.13,40.98,158.94,19.45,36.3,121.95,32.2
2025-02-20,29.21,40.15,155.73,18.24,35.11,120.09,31.22
2025-02-21,28.79,41.26,151.73,18.65,35.08,123.49,31.03
2025-02-24,29.55,40.8,156.23,18.5,35.9,119.8,31.28
2025-02-25,29.34,40.31,154.27,17.98,35.39,119.06,31.25
2025-02-26,29.75,39.71,156.26,16.86,35.53,115.02,31.51
2025-02-27,29.89,40.02,156.29,17.15,35.45,116.69,31.62
2025-02-28,29.79,39.04,156.74,16.51,35.3,113.37,31.81
2025-03-03,29.76,39.6,157.13,16.71,35.32,117.41,31.8
2025-03-04,29.62,39.48,157.76,16.15,35.05,117.18,31.87
2025-03-05,29.36,39.54,156.39,15.93,34.55,117.5,31.54
2025-03-06,29.38,39.23,153.59,16.11,34.59,114.92,31.26
2025-03-07,28.67,38.98,148.5,15.92,34.26,115.2,30.57
2025-03-10,28.72,39.2,148.14,15.86,34.07,118.71,30.4
2025-03-11,29.02,39.65,146.92,15.7,34.1,119.34,30.69
2025-03-12,28.41,38.95,144.8,15.93,33.38,117.23,30.07
2025-03-13,28.34,38.24,144.0,15.85,33.21,115.99,29.63
2025-03-14,28.29,38.65,142.36,16.27,33.3,117.1,29.61
2025-03-17,28.69,39.58,144.66,16.95,33.24,119.2,29.89
2025-03-18,28.88,39.62,144.2,16.66,32.59,119.53,30.18
2025-03-19,28.72,39.56,142.77,16.49,32.65,118.7,30.12
2025-03-20,29.16,39.13,145.93,15.94,33.09,117.5,30.61
2025-03-21,29.3,39.54,145.6,15.79,33.18,118.58,30.74
2025-03-24,29.53,39.32,147.63,16.3,33.91,119.1,31.27
2025-03-25,28.59,39.04,148.63,16.09,33.75,118.78,31.08
2025-03-26,29.44,39.52,150.23,16.21,33.98,119.96,31.44
2025-03-27,29.48,39.64,150.04,16.21,34.1,120.09,31.65
2025-03-28,29.64,39.69,150.43,16.01,34.17,121.26,31.89
2025-03-31,29.09,38.2,150.93,15.37,34.02,115.49,31.57
2025-04-01,29.48,38.89,153.23,15.65,34.38,117.1,31.57
2025-04-02,29.66,38.32,154.82,15.4,34.6,115.08,31.9
2025-04-03,29.25,37.01,156.37,14.94,34.18,111.94,31.74
2025-04-04,28.18,36.82,154.0,14.85,33.7,112.7,30.99
2025-04-07,26.83,34.57,144.41,14.32,32.19,108.4,29.25
2025-04-08,27.07,35.38,148.46,14.82,32.49,109.48,29.67
2025-04-09,26.51,34.16,149.14,14.2,32.25,103.99,29.17
2025-04-10,27.43,36.0,154.53,15.08,33.82,110.59,30.61
2025-04-11,26.96,35.42,154.68,15.07,33.24,109.29,30.04
2025-04-14,27.42,36.37,157.29,15.2,33.55,110.85,30.51
2025-04-15,27.62,36.5,158.04,15.32,33.77,111.4,30.76
2025-04-16,27.92,36.07,159.32,14.95,34.12,108.37,31.22
2025-04-17,28.04,36.48,161.25,15.09,33.99,111.54,31.15
2025-04-22,27.86,36.51,168.0,14.95,33.83,111.62,31.18
2025-04-23,28.4,37.72,163.77,15.36,34.9,113.83,31.7
2025-04-24,28.84,38.06,164.72,15.52,35.11,114.92,32.04
2025-04-28,29.31,37.66,162.85,15.47,35.7,115.0,32.3
2025-04-29,29.55,38.19,162.98,16.37,35.95,116.56,32.66
2025-04-30,29.86,38.19,166.6,16.19,36.13,117.1,32.84
2025-05-01,29.74,37.83,167.25,16.18,36.0,115.9,32.82
2025-05-02,30.36,38.08,169.66,16.35,36.49,116.66,33.45
2025-05-05,30.06,37.75,166.93,15.97,35.85,115.59,32.45
2025-05-06,29.84,37.6,166.74,15.99,35.3,115.26,31.81
2025-05-07,29.98,37.93,165.96,16.09,35.87,115.93,31.79
2025-05-08,29.4,37.92,165.51,15.98,36.37,116.08,30.5
2025-05-09,28.98,37.54,167.04,15.96,36.53,114.98,31.21
2025-05-12,29.21,38.4,167.18,16.17,35.69,117.35,31.08
2025-05-13,28.51,39.21,166.14,16.6,35.61,119.85,31.64
2025-05-14,28.53,39.45,167.5,16.97,36.1,120.49,31.26
2025-05-15,29.0,39.19,169.74,16.79,36.59,120.02,31.52
2025-05-16,28.9,39.72,169.66,17.0,37.01,121.05,31.61
2025-05-19,28.4,38.75,171.36,16.17,36.84,119.46,31.37
2025-05-20,28.76,38.6,172.43,16.14,37.21,119.22,31.5
2025-05-21,28.85,38.65,174.98,16.13,37.64,119.56,31.57
2025-05-22,28.85,38.63,172.72,15.89,37.37,118.88,31.32
2025-05-23,29.07,38.35,173.84,15.51,37.7,117.0,31.34
2025-05-26,28.66,38.57,173.88,15.54,37.4,115.21,31.25
2025-05-27,29.06,38.64,175.34,15.58,37.75,115.25,31.78
2025-05-28,28.88,38.45,173.79,15.55,37.34,114.17,31.47
2025-05-29,28.92,38.15,174.44,15.68,37.5,113.39,31.71
2025-05-30,29.04,38.25,175.95,15.39,38.0,112.66,32.56
2025-06-02,28.98,37.78,176.42,15.0,37.74,110.75,32.18
2025-06-03,29.36,37.56,178.64,15.02,38.19,110.02,32.62
2025-06-04,29.64,37.95,181.1,15.26,38.6,109.68,33.1
2025-06-05,29.63,37.98,181.34,15.49,38.51,110.01,33.26
2025-06-06,29.5,38.23,179.9,15.65,38.58,109.6,33.18
2025-06-10,29.83,38.48,182.0,15.67,39.17,109.12,33.5
2025-06-11,29.94,39.05,181.4,16.21,39.07,109.38,33.63
2025-06-12,29.79,38.34,180.53,15.66,38.99,107.58,33.35
2025-06-13,29.63,37.34,179.35,15.73,38.87,106.38,33.36
2025-06-16,29.6,37.44,179.41,15.72,38.94,107.11,33.19
2025-06-17,29.46,37.3,179.14,15.66,38.8,107.15,33.01
2025-06-18,29.04,36.86,180.18,15.03,38.71,106.0,33.02
2025-06-19,29.13,36.13,182.85,14.77,39.12,103.55,33.59
2025-06-20,28.39,36.21,182.53,14.69,38.91,102.17,33.21
2025-06-23,28.21,35.64,184.35,14.54,38.88,101.83,33.42
2025-06-24,28.6,36.48,188.13,15.23,39.75,104.94,34.29
2025-06-25,29.1,36.11,191.4,14.88,40.05,104.3,34.54
2025-06-26,29.74,36.12,190.71,14.93,39.89,104.19,34.57
2025-06-27,29.2,37.53,185.36,15.46,39.26,108.97,33.9
2025-06-30,29.16,36.75,184.75,15.28,39.36,107.13,33.86
2025-07-01,29.89,36.57,182.58,15.38,39.7,106.12,33.87
2025-07-02,29.92,37.2,183.67,15.97,39.33,108.3,33.72
2025-07-03,30.08,39.27,179.69,16.26,38.91,110.25,33.48
2025-07-04,30.32,38.73,178.0,16.33,39.15,108.8,33.63
2025-07-07,30.13,38.6,177.81,16.34,39.04,108.62,33.48
2025-07-08,30.21,38.24,179.28,16.23,39.29,108.19,33.47
2025-07-09,30.06,37.85,178.9,16.2,39.3,107.59,33.7
2025-07-10,30.29,38.3,180.37,16.51,39.74,108.62,33.87
2025-07-11,30.33,39.36,179.42,16.98,39.61,111.1,33.81
2025-07-14,30.08,39.73,178.72,16.9,39.66,111.74,33.56
2025-07-15,30.29,39.39,179.76,16.78,39.61,110.28,33.79
2025-07-16,30.12,39.11,177.57,16.86,38.27,110.52,33.3
2025-07-17,30.45,39.11,180.8,16.91,38.7,111.1,33.7
2025-07-18,30.82,40.29,182.46,17.0,39.19,113.11,34.31
2025-07-21,30.05,40.46,177.87,17.25,38.25,114.46,33.07
2025-07-22,29.82,41.51,172.42,17.81,37.22,118.32,32.65
2025-07-23,30.57,41.85,173.3,18.21,37.2,119.47,33.11
2025-07-24,30.44,41.6,173.47,19.0,37.66,119.86,33.29
2025-07-25,30.22,40.8,172.87,18.35,37.51,118.86,33.03
2025-07-28,30.31,40.3,174.9,18.14,37.76,116.95,33.21
2025-07-29,30.32,40.42,174.29,18.08,38.2,116.93,33.19
2025-07-30,30.7,40.22,176.99,18.19,38.47,115.81,33.72
2025-07-31,30.72,39.25,177.91,17.77,38.91,111.7,33.82
2025-08-01,30.87,39.22,175.06,17.98,38.44,110.9,33.45
2025-08-04,30.39,39.59,174.93,18.25,38.19,111.39,33.2
2025-08-05,30.83,39.8,177.34,18.34,38.8,111.87,33.66
2025-08-06,30.87,39.9,179.08,18.58,38.99,112.95,33.91
2025-08-07,30.96,39.87,178.13,18.51,38.82,112.36,33.99
2025-08-08,30.88,40.21,176.61,18.85,38.49,113.62,33.66
2025-08-11,31.24,40.87,178.6,19.42,38.82,115.29,34.31
2025-08-12,31.93,41.26,178.8,19.66,39.19,116.72,34.63
2025-08-13,31.87,41.73,169.12,19.93,38.16,117.84,33.9
2025-08-14,32.5,41.51,167.21,19.59,38.88,113.45,36.04
2025-08-15,33.08,41.96,168.17,19.84,39.19,115.05,36.81
2025-08-18,32.57,41.47,170.19,19.72,40.23,113.3,37.07
2025-08-19,32.77,42.12,171.05,19.69,40.54,113.05,37.31
2025-08-20,33.41,41.75,172.4,19.38,42.03,112.9,38.23
2025-08-21,33.92,42.06,173.8,19.71,42.39,114.01,38.73
2025-08-22,33.87,42.0,172.84,19.5,42.47,112.71,38.98
2025-08-25,33.4,43.14,170.3,20.0,41.71,115.42,38.29
2025-08-26,33.15,42.65,169.08,19.22,41.86,115.42,38.3
2025-08-27,33.38,43.22,169.83,19.06,41.95,116.63,38.5
2025-08-28,33.69,43.01,173.35,19.34,42.94,115.41,39.01
2025-08-29,33.67,43.19,170.3,19.3,42.79,115.47,38.61
2025-09-01,33.57,42.7,168.95,18.52,42.54,113.99,38.25
2025-09-02,33.48,42.85,170.46,18.4,42.96,114.44,38.57
2025-09-03,32.76,42.29,164.55,18.33,41.97,113.57,37.16
2025-09-04,33.2,41.98,168.0,18.66,42.81,116.15,37.9
2025-09-05,33.29,41.61,168.14,18.87,43.17,117.23,38.17
2025-09-08,32.95,41.37,168.24,18.81,42.84,118.21,37.96
2025-09-09,32.88,40.97,166.08,19.09,42.78,116.94,37.65
2025-09-10,33.37,40.46,168.54,18.64,43.41,114.57,38.29
2025-09-11,32.84,40.27,167.77,18.64,43.02,114.24,37.95
2025-09-12,33.19,40.81,169.97,18.8,43.54,115.44,38.48
2025-09-15,32.99,40.58,168.9,18.91,43.79,115.31,38.73
2025-09-16,32.78,40.77,168.33,19.12,44.09,117.49,39.03
2025-09-17,32.89,40.31,168.15,18.88,43.42,116.33,38.64
2025-09-18,32.86,39.97,164.33,18.75,43.36,115.54,38.68
2025-09-19,33.05,39.64,166.17,18.72,43.79,114.0,38.55
2025-09-22,33.02,40.03,165.57,19.31,43.65,116.92,38.56
2025-09-23,33.27,40.22,166.87,19.1,44.09,118.28,38.84
2025-09-24,32.67,40.24,164.53,19.13,43.1,117.54,37.58
2025-09-25,32.78,41.67,163.74,19.14,43.22,121.77,37.91
2025-09-26,32.83,42.22,164.88,19.13,43.64,123.2,38.17
2025-09-29,33.39,41.91,168.43,18.73,44.29,121.25,38.95
2025-09-30,33.21,42.53,166.9,18.68,44.15,122.03,38.97
2025-10-01,33.28,41.47,167.06,18.94,44.01,122.58,38.74
2025-10-02,33.93,41.94,169.82,19.19,44.42,124.05,39.19
2025-10-03,34.2,42.08,170.38,19.29,44.6,125.06,39.31
2025-10-06,34.02,41.9,169.96,19.47,44.67,123.58,39.37
2025-10-07,34.19,41.96,169.34,19.25,44.56,124.18,39.37
2025-10-08,34.37,41.89,169.42,19.2,44.39,125.29,39.27
2025-10-09,34.8,43.11,167.31,19.46,43.77,127.27,39.1
2025-10-10,34.86,42.22,168.34,19.16,44.02,125.15,39.21
2025-10-13,36.01,41.89,165.19,19.09,43.21,125.21,38.84
2025-10-14,35.91,42.79,164.4,19.43,42.76,127.43,38.39
2025-10-15,36.1,43.54,166.78,19.84,43.56,129.69,39.15
2025-10-16,36.79,43.77,168.1,19.81,43.67,129.27,39.05
2025-10-17,36.61,43.6,168.32,20.18,43.3,130.88,38.73
2025-10-20,36.77,43.14,172.7,20.16,43.75,130.71,39.27
2025-10-21,37.01,44.13,173.56,20.42,43.61,131.89,39.2
2025-10-22,37.12,43.51,174.15,20.36,43.69,130.4,39.24
2025-10-23,36.99,43.01,171.66,20.84,43.38,129.9,38.88
2025-10-24,36.64,43.24,170.37,20.52,43.25,131.82,38.87
2025-10-27,36.85,43.54,171.67,20.79,43.54,133.49,39.11
2025-10-28,37.1,43.34,174.02,20.72,44.62,132.72,39.5
2025-10-29,36.95,43.89,170.4,20.92,43.44,133.35,38.29
2025-10-30,36.86,43.88,170.53,21.48,43.65,133.43,38.33
2025-10-31,36.65,43.45,171.64,21.29,43.62,132.87,38.74
